Bin Center,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 1wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,WT 1ug 5wk,p53 het,p53 het,p53 het,p53 het,p53 het,p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het,5 wk kras het p53 het
399600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
399800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
400000,0,0.048646,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
400200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
400400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
400600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
400800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
401000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
401200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
401400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
401600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
401800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
402000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
402200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
402400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
402600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
402800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
403000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
403200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
403400,0,0,0,0,0,,0,0.010586,0,0,,,,,,,,,,,,,,
403600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
403800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
404000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
404200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
404400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
404600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
404800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
405000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
405200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
405400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
405600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
405800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
406000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
406200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
406400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
406600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
406800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
407000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
407200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
407400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
407600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
407800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
408000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
408200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
408400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
408600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
408800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
409000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
409200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
409400,0,0,0,0,0,,0,0,0.01796,0,,,,,,,,,,,,,,
409600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
409800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
410000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
410200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
410400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
410600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
410800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
411000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
411200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
411400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
411600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
411800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
412000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
412200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
412400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
412600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
412800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
413000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
413200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
413400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
413600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
413800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
414000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
414200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
414400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
414600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
414800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
415000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
415200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
415400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
415600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
415800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
416000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
416200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
416400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
416600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
416800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
417000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
417200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
417400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
417600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
417800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
418000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
418200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
418400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
418600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
418800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
419000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
419200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
419400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
419600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
419800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
420000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
420200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
420400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
420600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
420800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
421000,0,0,0,0,0,,0,0.010586,0,0,,,,,,,,,,,,,,
421200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
421400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
421600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
421800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
422000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
422200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
422400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
422600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
422800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
423000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
423200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
423400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
423600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
423800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
424000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
424200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
424400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
424600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
424800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
425000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
425200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
425400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
425600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
425800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
426000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
426200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
426400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
426600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
426800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
427000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
427200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
427400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
427600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
427800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
428000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
428200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
428400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
428600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
428800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
429000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
429200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
429400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
429600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
429800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
430000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
430200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
430400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
430600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
430800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
431000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
431200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
431400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
431600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
431800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
432000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
432200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
432400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
432600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
432800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
433000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
433200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
433400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
433600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
433800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
434000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
434200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
434400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
434600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
434800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
435000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
435200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
435400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
435600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
435800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
436000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
436200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
436400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
436600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
436800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
437000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
437200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
437400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
437600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
437800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
438000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
438200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
438400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
438600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
438800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
439000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
439200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
439400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
439600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
439800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
440000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
440200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
440400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
440600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
440800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
441000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
441200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
441400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
441600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
441800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
442000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
442200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
442400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
442600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
442800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
443000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
443200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
443400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
443600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
443800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
444000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
444200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
444400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
444600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
444800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
445000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
445200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
445400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
445600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
445800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
446000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
446200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
446400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
446600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
446800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
447000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
447200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
447400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
447600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
447800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
448000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
448200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
448400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
448600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
448800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
449000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
449200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
449400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
449600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
449800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
450000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
450200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
450400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
450600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
450800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
451000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
451200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
451400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
451600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
451800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
452000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
452200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
452400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
452600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
452800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
453000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
453200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
453400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
453600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
453800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
454000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
454200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
454400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
454600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
454800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
455000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
455200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
455400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
455600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
455800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
456000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
456200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
456400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
456600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
456800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
457000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
457200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
457400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
457600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
457800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
458000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
458200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
458400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
458600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
458800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
459000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
459200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
459400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
459600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
459800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
460000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
460200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
460400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
460600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
460800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
461000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
461200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
461400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
461600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
461800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
462000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
462200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
462400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
462600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
462800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
463000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
463200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
463400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
463600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
463800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
464000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
464200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
464400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
464600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
464800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
465000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
465200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
465400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
465600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
465800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
466000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
466200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
466400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
466600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
466800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
467000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
467200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
467400,0,0,0,0,0,,0,0,0.01796,0,,,,,,,,,,,,,,
467600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
467800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
468000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
468200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
468400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
468600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
468800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
469000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
469200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
469400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
469600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
469800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
470000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
470200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
470400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
470600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
470800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
471000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
471200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
471400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
471600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
471800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
472000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
472200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
472400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
472600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
472800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
473000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
473200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
473400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
473600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
473800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
474000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
474200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
474400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
474600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
474800,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
475000,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
475200,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
475400,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
475600,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,
